CVE_MUN,Municipios,,Suma de Total,,,,,,,,
113,"Piaxtla, Puebla",Piaxtla,0,192,"Tuzamapan de Galeana, Puebla",Tuzamapan de Galeana,1,00192,,,
120,"San Antonio Cañada, Puebla",San Antonio Cañada,0,193,"Tzicatlacoyan, Puebla",Tzicatlacoyan,2,00193,,,
121,"San Diego la Mesa Tochimiltzingo, Puebla",San Diego la Mesa Tochimiltzingo,0,194,"Venustiano Carranza, Puebla",Venustiano Carranza,9,00194,,,
122,"San Felipe Teotlalcingo, Puebla",San Felipe Teotlalcingo,0,195,"Vicente Guerrero, Puebla",Vicente Guerrero,6,00195,,,
126,"San Jerónimo Tecuanipan, Puebla",San Jerónimo Tecuanipan,0,196,"Xayacatlán de Bravo, Puebla",Xayacatlán de Bravo,0,00196,,,
131,"San Juan Atzompa, Puebla",San Juan Atzompa,0,197,"Xicotepec, Puebla",Xicotepec,39,00197,,,
133,"San Martín Totoltepec, Puebla",San Martín Totoltepec,0,198,"Xicotlán, Puebla",Xicotlán,2,00198,,,
134,"San Matías Tlalancaleca, Puebla",San Matías Tlalancaleca,0,199,"Xiutetelco, Puebla",Xiutetelco,7,00199,,,
135,"San Miguel Ixitlán, Puebla",San Miguel Ixitlán,0,200,"Xochiapulco, Puebla",Xochiapulco,0,00200,,,
137,"San Nicolás Buenos Aires, Puebla",San Nicolás Buenos Aires,0,201,"Xochiltepec, Puebla",Xochiltepec,0,00201,,,
139,"San Pablo Anicano, Puebla",San Pablo Anicano,0,202,"Xochitlán de Vicente Suárez, Puebla",Xochitlán de Vicente Suárez,3,00202,,,
141,"San Pedro Yeloixtlahuaca, Puebla",San Pedro Yeloixtlahuaca,0,203,"Xochitlán Todos Santos, Puebla",Xochitlán Todos Santos,1,00203,,,
144,"San Salvador Huixcolotla, Puebla",San Salvador Huixcolotla,0,204,"Yaonáhuac, Puebla",Yaonáhuac,2,00204,,,
146,"Santa Catarina Tlaltempan, Puebla",Santa Catarina Tlaltempan,0,205,"Yehualtepec, Puebla",Yehualtepec,3,00205,,,
152,"Soltepec, Puebla",Soltepec,0,206,"Zacapala, Puebla",Zacapala,1,00206,,,
155,"Tecomatlán, Puebla",Tecomatlán,0,207,"Zacapoaxtla, Puebla",Zacapoaxtla,31,00207,,,
160,"Teotlalco, Puebla",Teotlalco,0,208,"Zacatlán, Puebla",Zacatlán,64,00208,,,
165,"Tepemaxalco, Puebla",Tepemaxalco,0,209,"Zapotitlán, Puebla",Zapotitlán,0,00209,,,
171,"Tepeyahualco de Cuauhtémoc, Puebla",Tepeyahualco de Cuauhtémoc,0,210,"Zapotitlán de Méndez, Puebla",Zapotitlán de Méndez,3,00210,,,
178,"Tlacuilotepec, Puebla",Tlacuilotepec,0,211,"Zaragoza, Puebla",Zaragoza,5,00211,,,
184,"Tlapacoya, Puebla",Tlapacoya,0,212,"Zautla, Puebla",Zautla,2,00212,,,
196,"Xayacatlán de Bravo, Puebla",Xayacatlán de Bravo,0,213,"Zihuateutla, Puebla",Zihuateutla,4,00213,,,
200,"Xochiapulco, Puebla",Xochiapulco,0,214,"Zinacatepec, Puebla",Zinacatepec,4,00214,,,
201,"Xochiltepec, Puebla",Xochiltepec,0,215,"Zongozotla, Puebla",Zongozotla,0,00215,,,
209,"Zapotitlán, Puebla",Zapotitlán,0,216,"Zoquiapan, Puebla",Zoquiapan,1,00216,,,
215,"Zongozotla, Puebla",Zongozotla,0,217,"Zoquitlán, Puebla",Zoquitlán,8,00217,,,
